Country,date,confirmed,deaths,people_vaccinated
Malaysia,2021-08-17,1444270.0,13077.0,17829077.0
Malaysia,2021-08-18,1466512.0,13302.0,18036586.0
Malaysia,2021-08-19,1489460.0,13480.0,18233841.0
Malaysia,2021-08-20,1513024.0,13713.0,18407218.0
Malaysia,2021-08-21,1535286.0,13936.0,18582783.0
Malaysia,2021-08-22,1555093.0,14168.0,18733944.0
Malaysia,2021-08-23,1572765.0,14342.0,18896617.0
Malaysia,2021-08-24,1593602.0,14553.0,19066871.0
Malaysia,2021-08-25,1616244.0,14818.0,19243567.0
Malaysia,2021-08-26,1640843.0,15211.0,19418342.0
Malaysia,2021-08-27,1662913.0,15550.0,19579334.0
Malaysia,2021-08-28,1685510.0,15802.0,19749829.0
Malaysia,2021-08-29,1706089.0,16087.0,19912531.0
Malaysia,2021-08-30,1725357.0,16382.0,20113171.0
Malaysia,2021-08-31,1746254.0,16664.0,20245077.0
Malaysia,2021-09-01,1765016.0,16942.0,20449762.0
Malaysia,2021-09-02,1786004.0,17191.0,20650568.0
Malaysia,2021-09-03,1805382.0,17521.0,20813619.0
Malaysia,2021-09-04,1824439.0,17883.0,20969311.0
Malaysia,2021-09-05,1844835.0,18219.0,21122233.0
Malaysia,2021-09-06,1862187.0,18491.0,21268602.0
Malaysia,2021-09-07,1880734.0,18802.0,21415712.0
Malaysia,2021-09-08,1900467.0,19164.0,21556912.0
Malaysia,2021-09-09,1919774.0,19486.0,21706511.0
Malaysia,2021-09-10,1940950.0,19827.0,21832801.0
Malaysia,2021-09-11,1960500.0,20419.0,21936954.0
Malaysia,2021-09-12,1979698.0,20711.0,22027400.0
Malaysia,2021-09-13,1995771.0,21124.0,22110027.0
Malaysia,2021-09-14,2011440.0,21587.0,22194049.0
Malaysia,2021-09-15,2030935.0,22009.0,22272426.0
Malaysia,2021-09-16,2049750.0,22355.0,22341886.0
Malaysia,2021-09-17,2067327.0,22743.0,22426546.0
Malaysia,2021-09-18,2082876.0,23067.0,22510160.0
Malaysia,2021-09-19,2097830.0,23443.0,22579875.0
Malaysia,2021-09-20,2112175.0,23744.0,22683969.0
Malaysia,2021-09-21,2127934.0,24078.0,22815285.0
Malaysia,2021-09-22,2142924.0,24565.0,22947281.0
Malaysia,2021-09-23,2156678.0,24681.0,23088659.0
Malaysia,2021-09-24,2171232.0,24931.0,23213448.0
Malaysia,2021-09-25,2185131.0,25159.0,23335956.0
Malaysia,2021-09-26,2198235.0,25437.0,23458940.0
Malaysia,2021-09-27,2209194.0,25695.0,23636196.0
Malaysia,2021-09-28,2220526.0,25935.0,23812721.0
Malaysia,2021-09-29,2232960.0,26143.0,24011355.0
Malaysia,2021-09-30,2245695.0,26335.0,24186773.0
Malaysia,2021-10-01,2257584.0,26456.0,24294203.0
Malaysia,2021-10-02,2268499.0,26565.0,24388828.0
Malaysia,2021-10-03,2277565.0,26683.0,24489129.0
Malaysia,2021-10-04,2285640.0,26759.0,24620812.0
Malaysia,2021-10-05,2294457.0,26876.0,24749044.0
Malaysia,2021-10-06,2303837.0,26981.0,24867235.0
Malaysia,2021-10-07,2313727.0,27113.0,24979477.0
Malaysia,2021-10-08,2323478.0,27191.0,25057244.0
Malaysia,2021-10-09,2332221.0,27265.0,25099822.0
Malaysia,2021-10-10,2339594.0,27329.0,25133752.0
Malaysia,2021-10-11,2346303.0,27422.0,25189814.0
Malaysia,2021-10-12,2353579.0,27525.0,25249035.0
Malaysia,2021-10-13,2361529.0,27593.0,25303817.0
Malaysia,2021-10-14,2369613.0,27681.0,25348276.0
Malaysia,2021-10-15,2377033.0,27770.0,25387337.0
Malaysia,2021-10-16,2384542.0,27858.0,25404463.0
Malaysia,2021-10-17,2390687.0,27921.0,25422722.0
Malaysia,2021-10-18,2396121.0,27993.0,25456938.0
Malaysia,2021-10-19,2401866.0,28062.0,25473119.0
Malaysia,2021-10-20,2407382.0,28138.0,25505388.0
Malaysia,2021-10-21,2413592.0,28234.0,25539569.0
Malaysia,2021-10-22,2420222.0,28312.0,25569619.0
Malaysia,2021-10-23,2426050.0,28354.0,25582168.0
Malaysia,2021-10-24,2431716.0,28400.0,25594491.0
Malaysia,2021-10-25,2436498.0,28492.0,25619820.0
Malaysia,2021-10-26,2442224.0,28576.0,25646091.0
Malaysia,2021-10-27,2448372.0,28674.0,25667108.0
Malaysia,2021-10-28,2454749.0,28769.0,25688273.0
Malaysia,2021-10-29,2460809.0,28832.0,25704582.0
Malaysia,2021-10-30,2466663.0,28876.0,25712315.0
Malaysia,2021-10-31,2471642.0,28912.0,25719265.0
Malaysia,2021-11-01,2476268.0,28975.0,25729522.0
Malaysia,2021-11-02,2481339.0,29045.0,25739975.0
Malaysia,2021-11-03,2486630.0,29091.0,25749113.0
Malaysia,2021-11-04,2492343.0,29155.0,25752472.0
Malaysia,2021-11-05,2497265.0,29202.0,25758534.0
Malaysia,2021-11-06,2501966.0,29256.0,25763774.0
Malaysia,2021-11-07,2506309.0,29291.0,25767709.0
Malaysia,2021-11-08,2510852.0,29349.0,25774693.0
Malaysia,2021-11-09,2517173.0,29427.0,25783488.0
Malaysia,2021-11-10,2522498.0,29486.0,25792139.0
Malaysia,2021-11-11,2528821.0,29535.0,25801768.0
Malaysia,2021-11-12,2535338.0,29576.0,25809818.0
Malaysia,2021-11-13,2541147.0,29631.0,25813923.0
Malaysia,2021-11-14,2546309.0,29676.0,25817931.0
Malaysia,2021-11-15,2551452.0,29729.0,25824703.0
Malaysia,2021-11-16,2556865.0,29769.0,25832156.0
Malaysia,2021-11-17,2563153.0,29837.0,25838889.0
Malaysia,2021-11-18,2569533.0,29892.0,25846656.0
Malaysia,2021-11-19,2575888.0,29937.0,25854024.0
Malaysia,2021-11-20,2581747.0,29978.0,25857387.0
Malaysia,2021-11-21,2586601.0,30002.0,25860196.0
Malaysia,2021-11-22,2591486.0,30063.0,25865506.0
Malaysia,2021-11-23,2597080.0,30110.0,25871077.0
Malaysia,2021-11-24,2602835.0,30147.0,25876554.0
Malaysia,2021-11-25,2608979.0,30195.0,25882669.0
Malaysia,2021-11-26,2614480.0,30240.0,25887788.0
Malaysia,2021-11-27,2619577.0,30280.0,25890404.0
Malaysia,2021-11-28,2623816.0,30309.0,25892782.0
Malaysia,2021-11-29,2627903.0,30370.0,25897595.0
Malaysia,2021-11-30,2632782.0,30425.0,25902979.0
Malaysia,2021-12-01,2638221.0,30474.0,25908666.0
Malaysia,2021-12-02,2644027.0,30521.0,25914432.0
Malaysia,2021-12-03,2649578.0,30538.0,25919121.0
Malaysia,2021-12-04,2654474.0,30574.0,25922837.0
Malaysia,2021-12-05,2658772.0,30614.0,25925005.0
Malaysia,2021-12-06,2663034.0,30652.0,25930480.0
Malaysia,2021-12-07,2667999.0,30718.0,25935616.0
Malaysia,2021-12-08,2673019.0,30746.0,25940821.0
Malaysia,2021-12-09,2678465.0,30787.0,25946239.0
Malaysia,2021-12-10,2683523.0,30831.0,25950480.0
Malaysia,2021-12-11,2688149.0,30862.0,25952022.0
Malaysia,2021-12-12,2691639.0,30879.0,25953647.0
Malaysia,2021-12-13,2695143.0,30908.0,25957945.0
Malaysia,2021-12-14,2699240.0,30956.0,25962362.0
Malaysia,2021-12-15,2703140.0,30989.0,25966977.0
Malaysia,2021-12-16,2707402.0,31026.0,25971676.0
Malaysia,2021-12-17,2711764.0,31044.0,25974960.0
Malaysia,2021-12-18,2715847.0,31073.0,25976325.0
Malaysia,2021-12-19,2718955.0,31092.0,25977945.0
Malaysia,2021-12-20,2721544.0,31135.0,25981541.0
Malaysia,2021-12-21,2724684.0,31192.0,25985013.0
Malaysia,2021-12-22,2728203.0,31221.0,25988589.0
Malaysia,2021-12-23,2731713.0,31265.0,25992397.0
Malaysia,2021-12-24,2735241.0,31290.0,25994761.0
Malaysia,2021-12-25,2738401.0,31315.0,25995382.0
Malaysia,2021-12-26,2741179.0,31334.0,25996314.0
Malaysia,2021-12-27,2743936.0,31369.0,25999851.0
Malaysia,2021-12-28,2746833.0,31392.0,26003536.0
Malaysia,2021-12-29,2750516.0,31428.0,26007197.0
Malaysia,2021-12-30,2754513.0,31462.0,26010849.0
Malaysia,2021-12-31,2758086.0,31487.0,26013894.0
Malaysia,2022-01-01,2761472.0,31513.0,26014482.0
Malaysia,2022-01-02,2764354.0,31532.0,26015869.0
Malaysia,2022-01-03,2767044.0,31560.0,26018853.0
Malaysia,2022-01-04,2769886.0,31591.0,26022008.0
Malaysia,2022-01-05,2773156.0,31609.0,26025077.0
Malaysia,2022-01-06,2776699.0,31628.0,26028283.0
Malaysia,2022-01-07,2780080.0,31644.0,26031132.0
Malaysia,2022-01-08,2783331.0,31655.0,26032488.0
Malaysia,2022-01-09,2786219.0,31678.0,26033653.0
Malaysia,2022-01-10,2788860.0,31696.0,26036024.0
Malaysia,2022-01-11,2792035.0,31723.0,26038289.0
Malaysia,2022-01-12,2795233.0,31738.0,26040522.0
Malaysia,2022-01-13,2798917.0,31750.0,26042835.0
Malaysia,2022-01-14,2802263.0,31762.0,26044694.0
Malaysia,2022-01-15,2805337.0,31781.0,26045939.0
Malaysia,2022-01-16,2808347.0,31793.0,26046852.0
Malaysia,2022-01-17,2810689.0,31809.0,26048897.0
Malaysia,2022-01-18,2813934.0,31818.0,26050007.0
Malaysia,2022-01-19,2817163.0,31831.0,26052409.0
Malaysia,2022-01-20,2820927.0,31853.0,26054231.0
Malaysia,2022-01-21,2824973.0,31869.0,26055731.0
Malaysia,2022-01-22,2829089.0,31882.0,26056814.0
Malaysia,2022-01-23,2832945.0,31892.0,26057728.0
Malaysia,2022-01-24,2836159.0,31902.0,26059856.0
Malaysia,2022-01-25,2840225.0,31918.0,26062066.0
